"Grodno State Medical University,Belarus,http://www.grsmu.by/"
"International Sakharov Environmental University,Belarus,http://www.iseu.by/"
"Belarussian State Pedagogical University M. Tanka,Belarus,http://www.bspu.unibel.by/"
"Vitebsk State Medical University,Belarus,http://www.vgmu.vitebsk.by/"
"Grodno State Agrarian University,Belarus,http://www.uni-agro.grodno.by/"
"Brest State Technical University,Belarus,http://www.bstu.by/"
"Belarussian State Technological University,Belarus,http://www.bstu.unibel.by/"
"Grodno State University Yanka Kupaly,Belarus,http://www.grsu.by/"
"Belarussian State Technological University,Belarus,http://www.bstu.unibel.by/"
"Polotsk State University,Belarus,http://www.psu.by/"
"Belarussian State Polytechnical Academy,Belarus,http://www.bspa.unibel.by/"
"Belarussian State University,Belarus,http://www.bsu.by/"
"Minsk State Linguistic University,Belarus,http://www.mslu.by/"
"Belarussian State Agrarian Technical University,Belarus,http://www.batu.edu.by/"
"Academy of the Ministry of Internal Affairs of the Republic of Belarus,Belarus,http://academy.mia.by/"
"Belarussian State Agricultural Academy,Belarus,http://www.baa.by/"
"Belarussian State University of Informatics and Radioelectronics,Belarus,http://www.bsuir.by/"
"Belarussian State University of Informatics and Radioelectronics,Belarus,http://www.bsuir.by/"
"European Humanities University,Belarus,http://www.data.minsk.by/ehu/"
"Belarussian State University of Culture and Arts,Belarus,http://www.buk.by/"
"Gomel State Technical University Pavel Sukhoi,Belarus,http://www.gstu.gomel.by/"
"Belarussian State Academy of Music,Belarus,http://www.bgam.edu.by/"
"Brest State University,Belarus,http://www.brsu.brest.by/"
"International Sakharov Environmental University,Belarus,http://www.iseu.by/"
"Vitebsk State Technological University,Belarus,http://www.vstu.vitebsk.by/"
"Belarussian National Technical University,Belarus,http://www.bntu.by/"
"Academy of Public Administration of Belarus,Belarus,http://www.pac.by/"
"Gomel State Medical University,Belarus,http://www.meduniver.gomel.by/"
"Grodno State Agrarian University,Belarus,http://www.uni-agro.grodno.by/"
"Vitebsk State University,Belarus,http://www.vsu.by/"
"Vitebsk State Academy of Veterinary Medicine,Belarus,http://www.vsavm.com/"
"Minsk State Linguistic University,Belarus,http://www.mslu.by/"
"Belarussian State University of Transport,Belarus,http://www.belsut.gomel.by/"
"Mozyr State Pedagogical Institute,Belarus,http://www.mgpu.gomel.by/"
"Gomel State University Francisk Scarnia,Belarus,http://www.gsu.unibel.by/"
"Grodno State Medical University,Belarus,http://www.grsmu.by/"
"Institute for Command Engineers of The Ministry for Emergency Situations,Belarus,http://www.kii.gov.by/"
"Grodno State University Yanka Kupaly,Belarus,http://www.grsu.by/"
"Mogilev State University A.A. Kuleshov,Belarus,http://msu.mogilev.by/"
"Vitebsk State Medical University,Belarus,http://www.vgmu.vitebsk.by/"
"Polotsk State University,Belarus,http://www.psu.by/"
"Minsk Institute of Management,Belarus,http://www.miu.by/"
"Algonquin College,Canada,http://www.algonquincollege.com/"
"Assumption University,Canada,http://www.assumptionu.ca/"
"British Columbia Open University,Canada,http://www.bcou.ca/"
"Augustana University College,Canada,http://www.augustana.ab.ca/"
"Brandon University,Canada,http://www.brandonu.ca/"
"Athabasca University,Canada,http://www.athabascau.ca/"
"Collège Boréal,Canada,http://www.borealc.on.ca/"
"Cégep de Saint-Jérôme,Canada,https://www.cstj.qc.ca,https://ccmt.cstj.qc.ca,https://ccml.cstj.qc.ca"
"British Columbia Institute of Technology,Canada,http://www.bcit.ca/"
"Bow Valley College,Canada,http://www.bowvalleycollege.ca/"
"William and Catherine Booth College,Canada,http://www.boothcollege.ca/"
"Ashton College,Canada,http://www.ashtoncollege.com/"
"Brock University,Canada,http://www.brocku.ca/"
"DeVry Institute of Technology,Canada,http://www.cal.devry.ca/"
"Lambton College,Canada,https://www.lambtoncollege.ca"
"College of New Caledonia,Canada,http://www.cnc.bc.ca/"
"Conestoga College,Canada,http://www.conestogac.on.ca/"
"University College of the Cariboo,Canada,http://www.cariboo.bc.ca/"
"University of Moncton, Shippagan,Canada,http://www.cus.ca/"
"University of Moncton, Edmundston,Canada,http://www.cuslm.ca/"
"Acadia University,Canada,http://www.acadiau.ca/"
"Dalhousie University,Canada,http://www.dal.ca/"
"Concordia University College of Alberta,Canada,http://www.concordia.ab.ca/"
"Columbia College,Canada,http://www.columbiacollege.ca/"
"College of the Rockies,Canada,http://www.cotr.bc.ca/"
"Carleton University,Canada,http://www.carleton.ca/"
"Camosun College,Canada,http://www.camosun.bc.ca/"
"Concordia University,Canada,http://www.concordia.ca/"
"Capilano College,Canada,http://www.capcollege.bc.ca/"
"First Nations University of Canada,Canada,http://www.firstnationsuniversity.ca/"
"Institut Armand-Frappier, Université du Québec,Canada,http://www.iaf.inrs.ca/"
"Canadian College of Business & Computers,Canada,http://www.ccbc.ca/"
"Institut National de la Recherche Scientifique, Université du Québec,Canada,http://www.inrs.uquebec.ca/"
"Douglas College,Canada,http://www.douglas.bc.ca/"
"Kingston College,Canada,http://www.kingston.edu/"
"Humber College,Canada,http://www.humber.ca/"
"King's University College,Canada,http://www.kingsu.ab.ca/"
"École des Hautes Études Commerciales,Canada,http://www.hec.ca/"
"Huron University College,Canada,http://www.huronuc.on.ca/"
"Kwantleen University College,Canada,http://www.kwantlen.bc.ca/"
"George Brown College,Canada,http://www.gbrownc.on.ca/"
"Centennial College,Canada,http://www.centennialcollege.ca/"
"Lakehead University,Canada,http://www.lakeheadu.ca/"
"Canadian Mennonite University,Canada,http://www.cmu.ca/"
"École nationale d'administration publique, Université du Québec,Canada,http://www.enap.uquebec.ca/"
"Emily Carr Institute of Art + Design,Canada,http://www.eciad.bc.ca/"
"Mount Saint Vincent University,Canada,http://www.msvu.ca/"
"Durham College,Canada,https://durhamcollege.ca/"
"MacEwan University,Canada,http://www.macewan.ca/"
"École de technologie supérieure, Université du Québec,Canada,http://www.etsmtl.ca/"
"North Island College,Canada,http://www.nic.bc.ca/"
"McGill University,Canada,http://www.mcgill.ca/"
"Mount Royal University,Canada,http://www.mtroyal.ca/"
"McMaster University,Canada,http://www.mcmaster.ca/"
"Nova Scotia Agricultural College,Canada,http://www.nsac.ns.ca/"
"Langara College,Canada,http://www.langara.bc.ca/,https://langara.ca/"
"Malaspina University College,Canada,http://www.mala.bc.ca/"
"Nipissing University,Canada,http://www.nipissingu.ca/"
"Northern Alberta Institute of Technology,Canada,http://www.nait.ca/"
"Northern Lights College,Canada,http://www.nlc.bc.ca/"
"Nova Scotia College of Art and Design,Canada,http://www.nscad.ns.ca/"
"Lansbridge University,Canada,http://www.lansbridge.com/"
"Mount Allison University,Canada,http://www.mta.ca/"
"Laurentian University of Sudbury,Canada,http://www.laurentian.ca/"
"University of Toronto, Scarborough,Canada,http://www.scar.utoronto.ca/"
"Simon Fraser University,Canada,http://www.sfu.ca/"
"Nicola Valley Institute of Technology,Canada,http://www.nvit.bc.ca/"
"University College of Saint-Boniface,Canada,http://www.ustboniface.mb.ca/"
"Regent College,Canada,http://www.regent-college.edu/"
"St. Anne University,Canada,http://www.ustanne.ednet.ns.ca/"
"University of Alberta,Canada,http://www.ualberta.ca/"
"Université de Sherbrooke,Canada,http://www.usherb.ca/"
"St. Paul University,Canada,http://www.ustpaul.ca/"
"University of Saskatchewan,Canada,http://www.usask.ca/"
"Selkirk College,Canada,http://www.selkirk.bc.ca/"
"Royal Military College of Canada,Canada,http://www.rmc.ca/"
"University of Guelph,Canada,http://www.uoguelph.ca/"
"University of Sudbury,Canada,http://www.usudbury.com/"
"University College of Cape Breton,Canada,http://www.uccb.ns.ca/"
"Pacific International College,Canada,http://www.picollege.ca/"
"University of Toronto, Mississauga,Canada,http://www.utm.utoronto.ca/"
"University of St. Jerome's College,Canada,http://www.usjc.uwaterloo.ca/"
"École Polytechnique de Montréal, Université de Montréal,Canada,http://www.polymtl.ca/"
"Mohawk College,Canada,https://www.mohawkcollege.ca/"
"Sheridan College,Canada,http://www.sheridancollege.ca/"
"University of St. Michael's College,Canada,http://www.utoronto.ca/stmikes/"
"Collège Boréal,Canada,http://www.borealc.on.ca/"
"Bow Valley College,Canada,http://www.bowvalleycollege.ca/"
"University College of the Cariboo,Canada,http://www.cariboo.bc.ca/"
"DeVry Institute of Technology,Canada,http://www.cal.devry.ca/"
"Camosun College,Canada,http://www.camosun.bc.ca/"
"Carleton University,Canada,http://www.carleton.ca/"
"Brandon University,Canada,http://www.brandonu.ca/"
"Capilano College,Canada,http://www.capcollege.bc.ca/"
"Canadian College of Business & Computers,Canada,http://www.ccbc.ca/"
"College of Bois-de-Boulogne,Canada,https://www.bdeb.qc.ca/"
"Saskatchewan Indian Federated College,Canada,http://www.sifc.edu/"
"Brock University,Canada,http://www.brocku.ca/"
"Centennial College,Canada,http://www.centennialcollege.ca/"
"Algonquin College,Canada,http://www.algonquincollege.com/"
"College of New Caledonia,Canada,http://www.cnc.bc.ca/"
"University of Toronto,Canada,http://www.utoronto.ca/"
"St. Clair College,Canada,http://www.stclairc.on.ca/"
"Columbia College,Canada,http://www.columbiacollege.ca/"
"Canadian Mennonite University,Canada,http://www.cmu.ca/"
"University of Victoria,Canada,http://www.uvic.ca/"
"Ashton College,Canada,http://www.ashtoncollege.com/"
"Augustana University College,Canada,http://www.augustana.ab.ca/"
"Assumption University,Canada,http://www.assumptionu.ca/"
"University of Waterloo,Canada,http://www.uwaterloo.ca/"
"Fanshawe College,Canada,https://www.fanshawec.ca/"
"Concordia University College of Alberta,Canada,http://www.concordia.ab.ca/"
"Okanagan University College,Canada,http://www.okanagan.bc.ca/"
"Athabasca University,Canada,http://www.athabascau.ca/"
"St. Francis Xavier University,Canada,http://www.stfx.ca/"
"College of the Rockies,Canada,http://www.cotr.bc.ca/"
"British Columbia Institute of Technology,Canada,http://www.bcit.ca/"
"Victoria University Toronto, University of Toronto,Canada,http://vicu.utoronto.ca/"
"University of Windsor,Canada,http://www.uwindsor.ca/"
"École nationale d'administration publique, Université du Québec,Canada,http://www.enap.uquebec.ca/"
"University of Moncton, Shippagan,Canada,http://www.cus.ca/"
"British Columbia Open University,Canada,http://www.bcou.ca/"
"École de technologie supérieure, Université du Québec,Canada,http://www.etsmtl.ca/"
"Vanier College,Canada,https://www.vaniercollege.qc.ca/"
"King's College,Canada,http://www.uwo.ca/kings/"
"University of Moncton, Edmundston,Canada,http://www.cuslm.ca/"
"University of Winnipeg,Canada,http://www.uwinnipeg.ca/"
"Dominican College of Philosophy and Theology,Canada,http://www.op.org/canada/college.htm"
"First Nations University of Canada,Canada,http://www.firstnationsuniversity.ca/"
"Dalhousie University,Canada,http://www.dal.ca/"
"Wilfrid Laurier University,Canada,http://www.wlu.ca/"
"Ontario Tech University,Canada,https://ontariotechu.ca/"
"Brescia University College,Canada,http://brescia.uwo.ca/"
"William and Catherine Booth College,Canada,http://www.boothcollege.ca/"
"University of Western Ontario,Canada,http://www.uwo.ca/"
"Douglas College,Canada,http://www.douglas.bc.ca/"
"George Brown College,Canada,http://www.gbrownc.on.ca/"
"Concordia University,Canada,http://www.concordia.ca/"
"Vancouver Community College,Canada,http://www.vcc.ca/"
"École des Hautes Études Commerciales,Canada,http://www.hec.ca/"
"Durham College,Canada,https://durhamcollege.ca/"
"York University,Canada,http://www.yorku.ca/"
"Lambton College,Canada,https://www.lambtoncollege.ca"
"Conestoga College,Canada,http://www.conestogac.on.ca/"
"Acadia University,Canada,http://www.acadiau.ca/"
"Humber College,Canada,http://www.humber.ca/"
"Southern Alberta Institute of Technology,Canada,http://www.sait.ca/"
"Yukon College,Canada,http://www.yukoncollege.yk.ca/"
"Emily Carr Institute of Art + Design,Canada,http://www.eciad.bc.ca/"
"Cégep de Saint-Jérôme,Canada,https://www.cstj.qc.ca,https://ccmt.cstj.qc.ca,https://ccml.cstj.qc.ca"
"Institut Armand-Frappier, Université du Québec,Canada,http://www.iaf.inrs.ca/"
"Huron University College,Canada,http://www.huronuc.on.ca/"
"Institut National de la Recherche Scientifique, Université du Québec,Canada,http://www.inrs.uquebec.ca/"
"Laurentian University of Sudbury,Canada,http://www.laurentian.ca/"
"MacEwan University,Canada,http://www.macewan.ca/"
"McMaster University,Canada,http://www.mcmaster.ca/"
"Nova Scotia Agricultural College,Canada,http://www.nsac.ns.ca/"
"Mount Royal University,Canada,http://www.mtroyal.ca/"
"Mount Allison University,Canada,http://www.mta.ca/"
"Pacific International College,Canada,http://www.picollege.ca/"
"Malaspina University College,Canada,http://www.mala.bc.ca/"
"Kingston College,Canada,http://www.kingston.edu/"
"Mount Saint Vincent University,Canada,http://www.msvu.ca/"
"McGill University,Canada,http://www.mcgill.ca/"
"Luther College,Canada,http://www.saskweb.com/luthercollege/"
"Nova Scotia College of Art and Design,Canada,http://www.nscad.ns.ca/"
"École Polytechnique de Montréal, Université de Montréal,Canada,http://www.polymtl.ca/"
"Ontario College of Art and Design,Canada,http://www.ocad.ca/"
"Okanagan University College,Canada,http://www.okanagan.bc.ca/"
"Redeemer College,Canada,http://www.redeemer.ca/"
"King's University College,Canada,http://www.kingsu.ab.ca/"
"Regent College,Canada,http://www.regent-college.edu/"
"Nicola Valley Institute of Technology,Canada,http://www.nvit.bc.ca/"
"Dominican College of Philosophy and Theology,Canada,http://www.op.org/canada/college.htm"
"Queen's University,Canada,http://www.queensu.ca/"
"Quest University,Canada,http://www.questu.ca/"
"Queen's University,Canada,http://www.queensu.ca/"
"Sauder School of Business,Canada,http://www.sauder.ubc.ca/"
"Kwantleen University College,Canada,http://www.kwantlen.bc.ca/"
"Lakehead University,Canada,http://www.lakeheadu.ca/"
"Northern Alberta Institute of Technology,Canada,http://www.nait.ca/"
"Langara College,Canada,http://www.langara.bc.ca/,https://langara.ca/"
"Selkirk College,Canada,http://www.selkirk.bc.ca/"
"North Island College,Canada,http://www.nic.bc.ca/"
"Quest University,Canada,http://www.questu.ca/"
"Lansbridge University,Canada,http://www.lansbridge.com/"
"Royal Military College of Canada,Canada,http://www.rmc.ca/"
"Nipissing University,Canada,http://www.nipissingu.ca/"
"Saskatchewan Indian Federated College,Canada,http://www.sifc.edu/"
"Southern Alberta Institute of Technology,Canada,http://www.sait.ca/"
"Trinity Western University,Canada,http://www.twu.ca/"
"Sauder School of Business,Canada,http://www.sauder.ubc.ca/"
"Northern Lights College,Canada,http://www.nlc.bc.ca/"
"Simon Fraser University,Canada,http://www.sfu.ca/"
"St. Clair College,Canada,http://www.stclairc.on.ca/"
"University of Toronto, Scarborough,Canada,http://www.scar.utoronto.ca/"
"Luther College,Canada,http://www.saskweb.com/luthercollege/"
"Redeemer College,Canada,http://www.redeemer.ca/"
"Seneca College,Canada,http://www.senecacollege.ca/"
"St. Francis Xavier University,Canada,http://www.stfx.ca/"
"Ryerson Polytechnic University,Canada,http://www.ryerson.ca/"
"St. Mary's University,Canada,http://www.stmarys.ca/,https://smu.ca/"
"Sheridan College,Canada,http://www.sheridancollege.ca/"
"Royal Roads University,Canada,http://www.royalroads.ca/"
"Télé-université, Université du Québec,Canada,http://www.teluq.uquebec.ca/"
"St. Thomas University,Canada,http://www.stthomasu.ca/"
"St. Mary's University,Canada,http://www.stmarys.ca/,https://smu.ca/"
"Bishop's University,Canada,http://www.ubishops.ca/"
"Thompson Rivers University,Canada,http://www.tru.ca/"
"University of Alberta,Canada,http://www.ualberta.ca/"
"University of Trinity College,Canada,http://www.trinity.utoronto.ca/"
"Thompson Rivers University,Canada,http://www.tru.ca/"
"Trent University,Canada,http://www.trentu.ca/"
"Trinity Western University,Canada,http://www.twu.ca/"
"University of Calgary,Canada,http://www.ucalgary.ca/"
"Royal Roads University,Canada,http://www.royalroads.ca/"
"University of British Columbia,Canada,http://www.ubc.ca/"
"University of King's College,Canada,http://www.ukings.ns.ca/"
"University of Moncton,Canada,http://www.umoncton.ca/"
"St. Thomas University,Canada,http://www.stthomasu.ca/"
"University College of the Fraser Valley,Canada,http://www.ucfv.bc.ca/"
"University College of Cape Breton,Canada,http://www.uccb.ns.ca/"
"University of Ottawa,Canada,http://www.uottawa.ca/"
"Ryerson Polytechnic University,Canada,http://www.ryerson.ca/"
"University of Guelph,Canada,http://www.uoguelph.ca/"
"Université Laval,Canada,http://www.ulaval.ca/"
"University of Prince Edward Island,Canada,http://www.upei.ca/"
"Memorial University of Newfoundland,Canada,http://www.ucs.mun.ca/"
"University of New Brunswick, Saint John,Canada,http://www.unbsj.ca/"
"Télé-université, Université du Québec,Canada,http://www.teluq.uquebec.ca/"
"University of Lethbridge,Canada,http://www.uleth.ca/"
"Trent University,Canada,http://www.trentu.ca/"
"University of Ontario Institute of Technology,Canada,http://www.uoit.ca/"
"University of Manitoba,Canada,http://www.umanitoba.ca/"
"Université de Montréal,Canada,http://www.umontreal.ca/"
"University College of Saint-Boniface,Canada,http://www.ustboniface.mb.ca/"
"University Canada West,Canada,http://www.universitycanadawest.ca/"
"University of New Brunswick,Canada,http://www.unb.ca/"
"Université du Québec à Chicoutimi,Canada,http://www.uqac.ca/"
"St. Paul University,Canada,http://www.ustpaul.ca/"
"University of Sudbury,Canada,http://www.usudbury.com/"
"University of Trinity College,Canada,http://www.trinity.utoronto.ca/"
"University of Québec,Canada,http://www.uquebec.ca/"
"Université du Québec en Abitibi-Témiscamingue,Canada,http://www.uqat.uquebec.ca/"
"University of Northern British Columbia,Canada,http://www.unbc.ca/"
"University of Toronto,Canada,http://www.utoronto.ca/"
"University of Victoria,Canada,http://www.uvic.ca/"
"University of Toronto, Mississauga,Canada,http://www.utm.utoronto.ca/"
"Université du Québec à Montréal,Canada,http://www.uqam.ca/"
"Ontario College of Art and Design,Canada,http://www.ocad.ca/"
"University of St. Michael's College,Canada,http://www.utoronto.ca/stmikes/"
"University of Waterloo,Canada,http://www.uwaterloo.ca/"
"Université du Québec à Rimouski,Canada,http://www.uqar.uquebec.ca/"
"Seneca College,Canada,http://www.senecacollege.ca/"
"Campion College,Canada,http://www.uregina.ca/campion/"
"University of Windsor,Canada,http://www.uwindsor.ca/"
"University of British Columbia,Canada,http://www.ubc.ca/"
"St. Anne University,Canada,http://www.ustanne.ednet.ns.ca/"
"University of St. Jerome's College,Canada,http://www.usjc.uwaterloo.ca/"
"University of Regina,Canada,http://www.uregina.ca/"
"University of Calgary,Canada,http://www.ucalgary.ca/"
"University of Saskatchewan,Canada,http://www.usask.ca/"
"University of Western Ontario,Canada,http://www.uwo.ca/"
"University of Winnipeg,Canada,http://www.uwinnipeg.ca/"
"York University,Canada,http://www.yorku.ca/"
"Bishop's University,Canada,http://www.ubishops.ca/"
"Vancouver Community College,Canada,http://www.vcc.ca/"
"Brescia University College,Canada,http://brescia.uwo.ca/"
"University College of the Fraser Valley,Canada,http://www.ucfv.bc.ca/"
"Memorial University of Newfoundland,Canada,http://www.ucs.mun.ca/"
"University of King's College,Canada,http://www.ukings.ns.ca/"
"Université Laval,Canada,http://www.ulaval.ca/"
"University of Lethbridge,Canada,http://www.uleth.ca/"
"University of Moncton,Canada,http://www.umoncton.ca/"
"University of Manitoba,Canada,http://www.umanitoba.ca/"
"Université de Montréal,Canada,http://www.umontreal.ca/"
"University of New Brunswick,Canada,http://www.unb.ca/"
"University of New Brunswick, Saint John,Canada,http://www.unbsj.ca/"
"University of Northern British Columbia,Canada,http://www.unbc.ca/"
"University Canada West,Canada,http://www.universitycanadawest.ca/"
"University of Ottawa,Canada,http://www.uottawa.ca/"
"University of Ontario Institute of Technology,Canada,http://www.uoit.ca/"
"University of Prince Edward Island,Canada,http://www.upei.ca/"
"Université du Québec à Montréal,Canada,http://www.uqam.ca/"
"Université du Québec à Rimouski,Canada,http://www.uqar.uquebec.ca/"
"Université du Québec en Outaouais,Canada,http://www.uqo.ca/"
"Université du Québec à Chicoutimi,Canada,http://www.uqac.ca/"
"Université du Québec en Abitibi-Témiscamingue,Canada,http://www.uqat.uquebec.ca/"
"Université du Québec à Trois-Rivières,Canada,http://www.uqtr.uquebec.ca/"
"University of Québec,Canada,http://www.uquebec.ca/"
"Campion College,Canada,http://www.uregina.ca/campion/"
"University of Regina,Canada,http://www.uregina.ca/"
"Yukon College,Canada,http://www.yukoncollege.yk.ca/"
"College of Bois-de-Boulogne,Canada,https://www.bdeb.qc.ca/"
"Fanshawe College,Canada,https://www.fanshawec.ca/"
"Vanier College,Canada,https://www.vaniercollege.qc.ca/"
"Ontario Tech University,Canada,https://ontariotechu.ca/"
"Université du Québec en Outaouais,Canada,http://www.uqo.ca/"
"King's College,Canada,http://www.uwo.ca/kings/"
"Université du Québec à Trois-Rivières,Canada,http://www.uqtr.uquebec.ca/"
"Victoria University Toronto, University of Toronto,Canada,http://vicu.utoronto.ca/"
"Mohawk College,Canada,https://www.mohawkcollege.ca/"
"Université de Sherbrooke,Canada,http://www.usherb.ca/"
"Wilfrid Laurier University,Canada,http://www.wlu.ca/"
